GLAUX_TEXT_ID	TLG	STARTDATE	ENDDATE	AUTHOR_STANDARD	TITLE_STANDARD	GENRE_STANDARD	DIALECT	SOURCE	SOURCE_LICENSE	SOURCE_FORMAT	TOKENS	TM_TEXT	TREEBANK_ANNOTATIONS	ORIGINAL_TREEBANK_LINK	TREEBANK_ANNOTATORS
408	0032-009	-500	-301	Xenophon	Agesilaus	Biography	Attic	Perseus	CC BY-SA 4.0	XML	8299	1043	NA	NA	NA
409	0032-010	-500	-301	Xenophon	De republica Lacedaemoniorum	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	5588	1046	NA	NA	NA
410	0032-011	-500	-301	Xenophon	De vectigalibus	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	4324	1047	NA	NA	NA
411	0032-012	-500	-301	Xenophon	Hipparchicus	Military	Attic	Perseus	CC BY-SA 4.0	XML	6452	5852	NA	NA	NA
412	0032-013	-500	-301	Xenophon	De re equestri	Biology	Attic	Perseus	CC BY-SA 4.0	XML	7867	5851	NA	NA	NA
413	0032-014	-500	-301	Xenophon	Cynegeticus	Biology	Attic	Perseus	CC BY-SA 4.0	XML	10685	1048	NA	NA	NA
414	0058-001	-400	-301	Aeneas	Poliorcetica	Military	Attic	Perseus	CC BY-SA 4.0	XML	15698	5988	Pedalion Trees	https://github.com/perseids-publications/pedalion-trees/	Jordi Lenaerts, Alek Keersmaekers, Toon Van Hal
415	0026-001	-400	-301	Aeschines	In Timarchum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	15918	587	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
416	0026-002	-400	-301	Aeschines	De falsa legatione	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	14338	589	NA	NA	NA
417	0026-003	-400	-301	Aeschines	In Ctesiphontem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	21577	585	NA	NA	NA
418	0026-004	-400	-301	Aeschines	Epistulae	Epistolography	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	4916	11245	NA	NA	NA
419	0679-001	-400	-301	Aeschrion	Epigramma	Lyric poetry	Ionic/Epic	Perseus	CC BY-SA 4.0	XML	73	11862	NA	NA	NA
420	0547-001	-400	-301	Anaximenes	Ars rhetorica vulgo Rhetorica ad Alexandrum	Rhetoric	Attic	Loeb (public domain)	NA	TXT	20803	604	NA	NA	NA
421	0227-001	-400	-301	Anonymi Curetum Hymnus	Hymnus Curetum	Lyric poetry	Doric	Wikipedia	CC BY-SA 4.0	TXT	255	11369	NA	NA	NA
422	0086-001	-400	-301	Aristoteles et Corpus Aristotelicum	Analytica priora et posteriora	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	69733	639 / 3690	NA	NA	NA
423	0086-002	-400	-301	Aristoteles et Corpus Aristotelicum	De anima	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	24214	5516	NA	NA	NA
424	0086-003	-400	-301	Aristoteles et Corpus Aristotelicum	Ἀθηναίων πολιτεία	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	18897	638	NA	NA	NA
426	0086-005	-400	-301	Aristoteles et Corpus Aristotelicum	De caelo	Physics	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	34147	1331	NA	NA	NA
427	0086-006	-400	-301	Aristoteles et Corpus Aristotelicum	Categoriae	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	11826	637	NA	NA	NA
428	0086-007	-400	-301	Aristoteles et Corpus Aristotelicum	De coloribus	Physics	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5628	5515	NA	NA	NA
429	0086-008	-400	-301	Aristoteles et Corpus Aristotelicum	De divinatione per somnum	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	1362	5519	NA	NA	NA
430	0086-009	-400	-301	Aristoteles et Corpus Aristotelicum	Ethica Eudemia	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	30664	5520	NA	NA	NA
431	0086-010	-400	-301	Aristoteles et Corpus Aristotelicum	Ethica Nicomachea	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	65656	634	NA	NA	NA
432	0086-011	-400	-301	Aristoteles et Corpus Aristotelicum	Epistulae	Epistolography	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	893	14010	NA	NA	NA
433	0086-012	-400	-301	Aristoteles et Corpus Aristotelicum	De generatione animalium	Biology	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	56256	5521	NA	NA	NA
434	0086-013	-400	-301	Aristoteles et Corpus Aristotelicum	De generatione et corruptione	Physics	Attic	First1K	CC BY-SA 4.0	XML	19237	5522	NA	NA	NA
435	0086-014	-400	-301	Aristoteles et Corpus Aristotelicum	Historia animalium	Biology	Attic	First1K	CC BY-SA 4.0	XML	108459	636	NA	NA	NA
436	0086-015	-400	-301	Aristoteles et Corpus Aristotelicum	De incessu animalium	Biology	Attic	First1K	CC BY-SA 4.0	XML	4711	5523	NA	NA	NA
437	0086-016	-400	-301	Aristoteles et Corpus Aristotelicum	De insomniis	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	2776	12649	NA	NA	NA
438	0086-017	-400	-301	Aristoteles et Corpus Aristotelicum	De interpretatione	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	7223	4154	NA	NA	NA
439	0086-018	-400	-301	Aristoteles et Corpus Aristotelicum	De juventute et senectute et De vita et morte	Medicine	Attic	First1K	CC BY-SA 4.0	XML	2086	12650	NA	NA	NA
441	0086-020	-400	-301	Aristoteles et Corpus Aristotelicum	De longitudine et brevitate vitae	Medicine	Attic	First1K	CC BY-SA 4.0	XML	2063	12651	NA	NA	NA
442	0086-021	-400	-301	Aristoteles et Corpus Aristotelicum	De motu animalium	Biology	Attic	First1K	CC BY-SA 4.0	XML	7173	5518	NA	NA	NA
443	0086-022	-400	-301	Aristoteles et Corpus Aristotelicum	Magna moralia	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	26993	5525	NA	NA	NA
444	0086-023	-400	-301	Aristoteles et Corpus Aristotelicum	Mechanica	Engineering	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	9661	5526	NA	NA	NA
445	0086-024	-400	-301	Aristoteles et Corpus Aristotelicum	De memoria et reminiscentia	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	2926	5527	NA	NA	NA
446	0086-025	-400	-301	Aristoteles et Corpus Aristotelicum	Metaphysica	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	91065	5528	NA	NA	NA
447	0086-026	-400	-301	Aristoteles et Corpus Aristotelicum	Meteorologica	Physics	Attic	First1K	CC BY-SA 4.0	XML	38584	77	NA	NA	NA
448	0086-027	-400	-301	Aristoteles et Corpus Aristotelicum	Mirabilium auscultationes	Paradoxography	Attic	https://penelope.uchicago.edu	NA	TXT	10499	11181	NA	NA	NA
449	0086-028	-400	-301	Aristoteles et Corpus Aristotelicum	De mundo	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	7329	5529	NA	NA	NA
450	0086-029	-400	-301	Aristoteles et Corpus Aristotelicum	Oeconomica	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	7144	5530	NA	NA	NA
451	0086-030	-400	-301	Aristoteles et Corpus Aristotelicum	De partibus animalium	Biology	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	43829	5531	NA	NA	NA
452	0086-031	-400	-301	Aristoteles et Corpus Aristotelicum	Physica	Physics	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	64458	5533	NA	NA	NA
453	0086-032	-400	-301	Aristoteles et Corpus Aristotelicum	Physiognomonica	Medicine	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	6801	5534	NA	NA	NA
454	0086-033	-400	-301	Aristoteles et Corpus Aristotelicum	Protrepticus	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	6878	635	NA	NA	NA
455	0086-034	-400	-301	Aristoteles et Corpus Aristotelicum	Poetica	Rhetoric	Attic	First1K	CC BY-SA 4.0	XML	11769	5535	NA	NA	NA
456	0086-035	-400	-301	Aristoteles et Corpus Aristotelicum	Politica	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	74647	633	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
457	0086-036	-400	-301	Aristoteles et Corpus Aristotelicum	Problemata	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	85070	5536	NA	NA	NA
458	0086-037	-400	-301	Aristoteles et Corpus Aristotelicum	De respiratione	Medicine	Attic	First1K	CC BY-SA 4.0	XML	6983	5537	NA	NA	NA
459	0086-038	-400	-301	Aristoteles et Corpus Aristotelicum	Rhetorica	Rhetoric	Attic	Perseus	CC BY-SA 4.0	XML	50872	5538	NA	NA	NA
460	0086-039	-400	-301	Aristoteles et Corpus Aristotelicum	De plantis [Dub.]	Biology	Attic	Loeb (public domain)	NA	TXT	12921	14011	NA	NA	NA
461	0086-040	-400	-301	Aristoteles et Corpus Aristotelicum	Sophistici elenchi	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	16393	5541	NA	NA	NA
462	0086-041	-400	-301	Aristoteles et Corpus Aristotelicum	De sensu et sensibilibus	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	9018	5540	NA	NA	NA
463	0086-042	-400	-301	Aristoteles et Corpus Aristotelicum	De somno et vigilia	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	3435	6102	NA	NA	NA
464	0086-043	-400	-301	Aristoteles et Corpus Aristotelicum	De spiritu	Physics	Attic	First1K	CC BY-SA 4.0	XML	4044	15203	NA	NA	NA
465	0086-044	-400	-301	Aristoteles et Corpus Aristotelicum	Topica	Philosophy	Attic	First1K	CC BY-SA 4.0	XML	50641	632	NA	NA	NA
466	0086-045	-400	-301	Aristoteles et Corpus Aristotelicum	De virtutibus et vitiis	Philosophy	Attic	Perseus	CC BY-SA 4.0	XML	1742	12652	NA	NA	NA
468	0086-047	-400	-301	Aristoteles et Corpus Aristotelicum	De Xenophane, de Zenone, de Gorgia	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5828	5542	NA	NA	NA
469	0086-048	-400	-301	Aristoteles et Corpus Aristotelicum	Divisiones Aristoteleae	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	2098	15977	NA	NA	NA
470	0086-052	-400	-301	Aristoteles et Corpus Aristotelicum	De anima	Philosophy	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	2790	15247	NA	NA	NA
471	0086-054	-400	-301	Aristoteles et Corpus Aristotelicum	Physicorum libri septimi textus alter	Physics	Attic	First1K	CC BY-SA 4.0	XML	2624	12653	NA	NA	NA
473	0088-003	-400	-301	Aristoxenus	Elementa rhythmica	Music	Attic	https://rucore.libraries.rutgers.edu/rutgers-lib/25847	NA	TXT	2496	640	NA	NA	NA
474	1210-001	-400	-301	Autolycus	De sphaera quae movetur	Astronomy/Astrology	Attic	First1K	CC BY-SA 4.0	XML	4433	7166	NA	NA	NA
475	1210-002	-400	-301	Autolycus	De ortibus et occasibus	Astronomy/Astrology	Attic	First1K	CC BY-SA 4.0	XML	11370	12654	NA	NA	NA
476	0535-001	-400	-301	Demades	Fragmenta	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2286	11175	NA	NA	NA
477	0014-001	-400	-301	Demosthenes	Olynthiaca 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2158	695	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
478	0014-002	-400	-301	Demosthenes	Olynthiaca 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2387	695	NA	NA	NA
479	0014-003	-400	-301	Demosthenes	Olynthiaca 3	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2774	695	NA	NA	NA
480	0014-004	-400	-301	Demosthenes	Philippica 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3890	1364	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
481	0014-005	-400	-301	Demosthenes	De pace	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1715	694	NA	NA	NA
482	0014-006	-400	-301	Demosthenes	Philippica 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2375	1364	NA	NA	NA
483	0014-007	-400	-301	Demosthenes	De Halonneso	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2865	700	NA	NA	NA
484	0014-008	-400	-301	Demosthenes	De Chersoneso	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5026	706	NA	NA	NA
485	0014-009	-400	-301	Demosthenes	Philippica 3	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5055	1364	NA	NA	NA
486	0014-010	-400	-301	Demosthenes	Philippica 4	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5218	1364	NA	NA	NA
487	0014-011	-400	-301	Demosthenes	In epistulam Philippi	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1485	702	NA	NA	NA
488	0014-012	-400	-301	Demosthenes	[Philippi] epistula	Epistolography	Attic	Perseus	CC BY-SA 4.0	XML	1607	11280	NA	NA	NA
489	0014-013	-400	-301	Demosthenes	Περὶ συντάξεως	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2726	11203	NA	NA	NA
490	0014-014	-400	-301	Demosthenes	Περὶ τῶν συμμοριῶν	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3007	1365	NA	NA	NA
491	0014-015	-400	-301	Demosthenes	De Rhodiorum libertate	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2560	1621	NA	NA	NA
492	0014-016	-400	-301	Demosthenes	Pro Megalopolitanis	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2170	1366	NA	NA	NA
493	0014-017	-400	-301	Demosthenes	Περὶ τῶν πρὸς Ἀλέξανδρον συνθηκῶν	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2052	11204	NA	NA	NA
494	0014-018	-400	-301	Demosthenes	De corona	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	26137	705	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
495	0014-019	-400	-301	Demosthenes	De falsa legatione	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	27303	704	NA	NA	NA
496	0014-020	-400	-301	Demosthenes	Adversus Leptinem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	13294	1400	NA	NA	NA
497	0014-021	-400	-301	Demosthenes	In Midiam	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	18602	1378	NA	NA	NA
498	0014-022	-400	-301	Demosthenes	Adversus Androtionem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	6604	689	NA	NA	NA
499	0014-023	-400	-301	Demosthenes	In Aristocratem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	18173	829	NA	NA	NA
500	0014-024	-400	-301	Demosthenes	In Timocratem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	17158	710	NA	NA	NA
501	0014-025	-400	-301	Demosthenes	In Aristogitonem 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	7899	698	NA	NA	NA
502	0014-026	-400	-301	Demosthenes	In Aristogitonem 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1917	16858	NA	NA	NA
503	0014-027	-400	-301	Demosthenes	In Aphobum 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5288	690	NA	NA	NA
504	0014-028	-400	-301	Demosthenes	In Aphobum 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1773	690	NA	NA	NA
505	0014-029	-400	-301	Demosthenes	Contra Aphobum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4528	690	NA	NA	NA
506	0014-030	-400	-301	Demosthenes	Contra Onetorem 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2718	701	NA	NA	NA
507	0014-031	-400	-301	Demosthenes	Contra Onetorem 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1115	701	NA	NA	NA
508	0014-032	-400	-301	Demosthenes	Contra Zenothemin	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2273	11205	NA	NA	NA
509	0014-033	-400	-301	Demosthenes	Contra Apatourium	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2908	11206	NA	NA	NA
510	0014-034	-400	-301	Demosthenes	Contra Phormionem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3773	703	NA	NA	NA
511	0014-035	-400	-301	Demosthenes	Contra Lacritum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4194	11207	NA	NA	NA
512	0014-036	-400	-301	Demosthenes	Pro Phormione	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4612	11208	NA	NA	NA
513	0014-037	-400	-301	Demosthenes	Contra Pantaenetum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4479	11209	NA	NA	NA
514	0014-038	-400	-301	Demosthenes	Contra Nausimachum et Xenopeithea	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2158	11210	NA	NA	NA
515	0014-039	-400	-301	Demosthenes	Contra Boeotum 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3292	688	NA	NA	NA
516	0014-040	-400	-301	Demosthenes	Contra Boeotum 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4505	688	NA	NA	NA
517	0014-041	-400	-301	Demosthenes	Contra Spudiam	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2306	11211	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
518	0014-042	-400	-301	Demosthenes	Contra Phaenippum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2597	697	NA	NA	NA
519	0014-043	-400	-301	Demosthenes	Contra Macartatum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	7298	699	NA	NA	NA
520	0014-044	-400	-301	Demosthenes	Contra Leocharem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4849	11212	NA	NA	NA
521	0014-045	-400	-301	Demosthenes	In Stephanum 1	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	6771	696	NA	NA	NA
522	0014-046	-400	-301	Demosthenes	In Stephanum 2	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2153	696	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
523	0014-047	-400	-301	Demosthenes	In Evergum et Mnesibulum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	6194	11213	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
524	0014-048	-400	-301	Demosthenes	In Olympiodorum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4067	11214	NA	NA	NA
525	0014-049	-400	-301	Demosthenes	Contra Timotheum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4969	708	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
526	0014-050	-400	-301	Demosthenes	Contra Polyclem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5312	707	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
527	0014-051	-400	-301	Demosthenes	De corona trierarchiae	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1563	11215	NA	NA	NA
528	0014-052	-400	-301	Demosthenes	Contra Callippum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2483	11216	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
529	0014-053	-400	-301	Demosthenes	Contra Nicostratum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2339	11217	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
530	0014-054	-400	-301	Demosthenes	In Cononem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3722	11218	NA	NA	NA
531	0014-055	-400	-301	Demosthenes	Contra Calliclem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2482	11219	NA	NA	NA
532	0014-056	-400	-301	Demosthenes	In Dionysodorum	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3848	687	NA	NA	NA
533	0014-057	-400	-301	Demosthenes	Contra Eubulidem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5397	3355	NA	NA	NA
534	0014-058	-400	-301	Demosthenes	In Theocrinem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	5425	692	NA	NA	NA
535	0014-059	-400	-301	Demosthenes	In Neaeram	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	10473	11220	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
536	0014-060	-400	-301	Demosthenes	Epitaphius	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2884	5602	NA	NA	NA
537	0014-061	-400	-301	Demosthenes	Eroticus	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	4131	11221	NA	NA	NA
538	0014-062	-400	-301	Demosthenes	Exordia	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	11149	691	NA	NA	NA
539	0014-063	-400	-301	Demosthenes	Epistulae	Epistolography	Attic	Perseus	CC BY-SA 4.0	XML	7059	693	NA	NA	NA
540	1355-002	-400	-301	Erinna	Epigrammata	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	170	11627	NA	NA	NA
547	0030-001	-400	-301	Hyperides	In Demosthenem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1597	1573	NA	NA	NA
548	0030-002	-400	-301	Hyperides	Pro Lycophrone	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	1051	1439	NA	NA	NA
549	0030-003	-400	-301	Hyperides	Pro Euxenippo	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2709	1515	NA	NA	NA
550	0030-004	-400	-301	Hyperides	In Philippidem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	3051	1616	NA	NA	NA
551	0030-005	-400	-301	Hyperides	In Athenogenem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2479	815	NA	NA	NA
552	0030-006	-400	-301	Hyperides	Epitaphius	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	2324	814	NA	NA	NA
553	0034-001	-400	-301	Lycurgus	Oratio in Leocratem	Oratory	Attic	Perseus	CC BY-SA 4.0	XML	12421	840	NA	NA	NA
556	1553-001	-400	-301	Palaephatus	De incredibilibus	Mythography	Attic	https://el.wikisource.org	CC-BY-SA 3.0	TXT	8616	893	NA	NA	NA
557	0064-001	-400	-301	Periplus Hannonis	Periplus Hannonis	Geography	Attic	First1K	CC BY-SA 4.0	XML	737	7822	Pedalion Trees	https://github.com/perseids-publications/pedalion-trees/	Heleen Versteven, Laurens Breukeleers, Gandert Willems, Marieke Hermansz, Alek Keersmaekers, Toon Van Hal
563	1692-004	-400	-301	Speusippus	Epigramma	Lyric poetry	Ionic/Epic	Perseus	CC BY-SA 4.0	XML	16	12629	NA	NA	NA
564	0336-003	-400	-201	Crates	Epigrammata	Lyric poetry	Ionic/Epic	Perseus	CC BY-SA 4.0	XML	66	11846	NA	NA	NA
565	0216-002	-400	-201	Alexander	Epigrammata	Lyric poetry		Perseus	CC BY-SA 4.0	XML	113	11564	NA	NA	NA
566	0618-001	-400	-201	Antigoni Epistula	Epistula	Epistolography		http://remacle.org	NA	TXT	110	13795	NA	NA	NA
567	0653-001	-400	-201	Aratus	Phaenomena	Scientific Poetry	Ionic/Epic	Perseus	CC BY-SA 4.0	XML	9019	617	NA	NA	NA
568	0653-002	-400	-201	Aratus	Fragmentum	Scientific Poetry		Perseus	CC BY-SA 4.0	XML	61	12637	NA	NA	NA
569	1181-001	-400	-201	Aristarchus	De magnitudinibus et distantiis solis et lunae	Astronomy/Astrology		First1K	CC BY-SA 4.0	XML	7900	6410	NA	NA	NA
570	0533-003	-400	-201	Callimachus	Epigrammata	Lyric poetry		Perseus	CC BY-SA 4.0	XML	2422	219	NA	NA	NA
571	0533-004	-400	-201	Callimachus	Epigrammata	Lyric poetry		Perseus	CC BY-SA 4.0	XML	2494	23	NA	NA	NA
572	0533-006	-400	-201	Callimachus	Aetia	Lyric poetry		http://dcc.dickinson.edu	CC BY-SA 4.0	TXT	4972	657	NA	NA	NA
580	0533-015	-400	-201	Callimachus	In Jovem	Lyric poetry		Perseus	CC BY-SA 4.0	XML	849	659	NA	NA	NA
581	0533-016	-400	-201	Callimachus	In Apollinem	Lyric poetry		Perseus	CC BY-SA 4.0	XML	943	11666	NA	NA	NA
582	0533-017	-400	-201	Callimachus	In Dianam	Lyric poetry		Perseus	CC BY-SA 4.0	XML	2195	11667	NA	NA	NA
583	0533-018	-400	-201	Callimachus	In Delum	Lyric poetry		Perseus	CC BY-SA 4.0	XML	2571	11668	NA	NA	NA
584	0533-019	-400	-201	Callimachus	In lavacrum Palladis	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	1100	11669	NA	NA	NA
585	0533-020	-400	-201	Callimachus	In Cererem	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	1188	11670	NA	NA	NA
586	0029-004	-400	-201	Dinarchus	In Demosthenem	Oratory		Perseus	CC BY-SA 4.0	XML	8577	2252	NA	NA	NA
587	0029-005	-400	-201	Dinarchus	In Aristogitonem	Oratory		Perseus	CC BY-SA 4.0	XML	2028	11176	NA	NA	NA
588	0029-006	-400	-201	Dinarchus	In Philoclem	Oratory		Perseus	CC BY-SA 4.0	XML	1561	717	NA	NA	NA
594	0341-002	-400	-201	Lycophron	Alexandra	Tragedy		Perseus	CC BY-SA 4.0	XML	8659	839	NA	NA	NA
630	0541-042a	-400	-201	Menander	Sententiae e codicibus Byzantinis	Lyric poetry	Attic/Koine	First1K	CC BY-SA 4.0	XML	1906		NA	NA	NA
631	0541-042b	-400	-201	Menander	Sententiae e codicibus Byzantinis	Lyric poetry	Attic/Koine	First1K	CC BY-SA 4.0	XML	452		NA	NA	NA
632	0541-042c	-400	-201	Menander	Sententiae e codicibus Byzantinis	Lyric poetry	Attic/Koine	First1K	CC BY-SA 4.0	XML	180		NA	NA	NA
633	0541-044	-400	-201	Menander	Epigrammata	Lyric poetry	Ionic/Epic	Perseus	CC BY-SA 4.0	XML	27	12600	NA	NA	NA
635	0220-002	-400	-201	Moero	Epigrammata	Lyric poetry		Perseus	CC BY-SA 4.0	XML	61	12615	NA	NA	NA
636	0487-008	-400	-201	Philemon	Epigramma	Lyric poetry		Perseus	CC BY-SA 4.0	XML	20	12601	NA	NA	NA
638	0059-037	-400	-201	Pseudo-Plato	Definitiones	Philosophy		First1K	CC BY-SA 4.0	XML	2045	6053	NA	NA	NA
639	0211-002	-400	-201	Simias	Epigrammata	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	476	12627	NA	NA	NA
640	0005-001	-400	-201	Theocritus	Idyllia	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	23325	409	Pedalion Trees	https://github.com/perseids-publications/pedalion-trees/	Wouter Mercelis, Alek Keersmaekers, Toon Van Hal
641	0005-002	-400	-201	Theocritus	Epigrammata	Lyric poetry	Doric	Perseus	CC BY-SA 4.0	XML	2055	2438	NA	NA	NA
